"Region, development group, country or area",Both 1990,Both 1995,Both 2000,Both 2005,Both 2010,Both 2015,Both 2020,Male 1990,Male 1995,Male 2000,Male 2005,Male 2010,Male 2015,Male 2020,Female 1990,Female 1995,Female 2000,Female 2005,Female 2010,Female 2015,Female 2020
   Mayotte*,16.067905337680287,21.362817203253616,30.249249988359022,35.471609125056844,34.85933038195443,33.90927915803859,40.885148435008595,18.120653003941964,23.4672507234097,30.95713910070997,35.73186292380605,33.8125900443974,31.946553552492045,38.46853360564703,13.920908345205715,19.19188587449493,29.524309622867605,35.21870537048723,35.86044636914972,35.80353049060064,43.22341944696871
   Mozambique,0.9419361634434646,1.0866950194070673,1.1049166027972679,1.311090841691785,1.302382455023076,1.1899785078774312,1.0841314478585884,1.0646362831139595,1.2356955471607316,1.2182466245978487,1.3230089421147795,1.3047412308007555,1.187821178032022,1.0895933595970828,0.8296821930314481,0.9509493262720394,1.001072620311668,1.3000660065014573,1.3001842158887393,1.1920031615854465,1.0789683330013942
   Réunion*,9.369718171455524,11.455690282580324,13.665818757346813,14.537176698273619,14.81372222028231,14.734195160993282,14.71772842418475,10.288867903045402,12.373596914351365,14.536958486892427,15.238830752596828,15.593635920543502,15.436039350096747,15.42853582151899,8.48991890245857,10.579155734088745,12.835475053620335,13.861086512726253,14.081587394222353,14.075182026024894,14.051085806059216
   Rwanda,2.195452993277571,3.6963140517674153,4.374711987665761,4.787064122838572,4.252282371606574,4.526730691861583,3.9677170125960752,2.246420005412792,3.8679465985689907,4.534141187100243,4.930504937578932,4.349791978221777,4.591494932154061,4.08181886855154,2.1458452455210173,3.533837144379954,4.222425345740572,4.649622539908478,4.158536778354579,4.464247138730731,3.8573813726142325
   Seychelles,5.272629371422094,6.715979805095691,8.116249783945282,10.148671208771376,12.511914805035444,13.466903907097208,13.270286760219646,6.260296540362438,7.870876973581366,9.507408692204768,13.137994085645275,16.571816869107277,18.319454958364876,18.112968139733145,4.289430526494374,5.557733009328212,6.734744094488189,7.162987847496223,8.184513704986305,8.322488287350339,8.171019394167137
   Somalia,6.619904612939716,0.2606502949217976,0.22651525824903493,0.198796652313385,0.3994225783937178,0.2970891783581659,0.36864778620366334,6.726566468231014,0.2736882620955066,0.23921113443652253,0.2123421329612276,0.4190960736151653,0.31359075360577066,0.4074286413059322,6.512183376994921,0.2475354890117805,0.21378033117099648,0.18523538014916524,0.37978759566232895,0.28066276097182263,0.33008613736100745
   South Sudan,0.0,0.0,0.0,0.0,2.4266194044574614,7.8773704682783325,7.881663027575529,0.0,0.0,0.0,0.0,2.506176224340079,8.039271066093633,7.913687169084353,0.0,0.0,0.0,0.0,2.347119025255721,7.7153091843379045,7.8495684362375835
   Uganda,3.136225722648355,2.9735087032348795,2.4705119318648134,2.1430983807237167,1.5200675560910573,2.226723470362557,3.760986860803218,3.2875285967775754,3.056808178273966,2.498185575475336,2.141866917867216,1.5199858697733226,2.2148032979635177,3.6709056079391877,2.9869546812481067,2.8921693690850057,2.443678450588885,2.1442942015672717,1.520146281689143,2.2382305490063388,3.8485521361158943
   United Republic of Tanzania*,2.277529209031891,3.730440234195083,2.8346965061261056,2.005582631906629,0.6986949960371197,0.7469838666775389,0.7131875998768076,2.259666354948222,3.7086120638539444,2.8918495584734116,2.5445684707973406,0.6988912570395015,0.7418118629344223,0.713564803021717,2.295220829566339,3.7520553255545055,2.778143682808998,1.471454344940547,0.6984996851586542,0.7521377464952591,0.7128108006179411
   Zambia,3.4772707562379233,2.686034178893935,3.2997783589808773,2.1330110952507386,1.102176644897327,0.8319410656720009,1.0223860413939199,3.5706341683344975,2.7739671300089728,3.3910311202443673,2.1946706364609683,1.1303246909434708,0.8482824161520731,1.0716899450577095,3.3844966170910205,2.599263612231428,3.210052422852799,2.072733744442956,1.074719120536789,0.8159358799251926,0.974027443311299
