"Region, development group, country or area",Both 1990,Both 1995,Both 2000,Both 2005,Both 2010,Both 2015,Both 2020,Male 1990,Male 1995,Male 2000,Male 2005,Male 2010,Male 2015,Male 2020,Female 1990,Female 1995,Female 2000,Female 2005,Female 2010,Female 2015,Female 2020
  Southern Asia,1189861.406,1323030.438,1456569.462,1588623.891,1712555.446,1827847.299,1940369.605,615914.685,685274.795,754262.926,822612.851,885444.515,943628.499,1000785.557,573946.721,637755.643,702306.536,766011.04,827110.931,884218.8,939584.048
   Afghanistan,12412.311,18110.662,20779.957,25654.274,29185.511,34413.603,38928.341,6344.617,9392.627,10689.508,13239.684,14935.756,17686.166,19976.265,6067.694,8718.035,10090.449,12414.59,14249.755,16727.437,18952.076
   Bangladesh,103171.957,115169.933,127657.862,139035.505,147575.433,156256.287,164689.383,53216.139,59293.801,65594.998,71221.594,75015.692,79217.157,83259.108,49955.818,55876.132,62062.864,67813.911,72559.741,77039.13,81430.275
   Bhutan,530.801,534.629,591.014,648.744,685.502,727.885,771.612,272.811,273.921,302.283,340.162,360.083,384.018,410.087,257.99,260.708,288.731,308.582,325.419,343.867,361.525
   India,873277.799,963922.586,1056575.548,1147609.924,1234281.163,1310152.392,1380004.385,453257.379,500830.598,549387.864,597052.213,642164.181,681223.332,717100.97,420020.42,463091.988,507187.684,550557.711,592116.982,628929.06,662903.415
   Iran (Islamic Republic of),56366.212,61442.658,65623.397,69762.345,73762.519,78492.208,83992.953,28744.603,31304.193,33387.552,35489.609,37180.19,39730.143,42408.406,27621.609,30138.465,32235.845,34272.736,36582.329,38762.065,41584.547
   Maldives,223.159,254.144,279.396,319.604,365.73,454.914,540.542,114.398,128.629,141.34,166.948,198.701,271.367,342.928,108.761,125.515,138.056,152.656,167.029,183.547,197.614
   Nepal,18905.48,21576.074,23941.099,25744.5,27013.207,27015.033,29136.808,9395.937,10903.157,11919.749,12787.936,13296.61,12397.963,13348.435,9509.543,10672.917,12021.35,12956.564,13716.597,14617.07,15788.373
   Pakistan,107647.918,123776.835,142343.583,160304.007,179424.643,199426.953,220892.331,55820.76,63984.934,73473.693,82676.228,92426.989,102640.691,113672.007,51827.158,59791.901,68869.89,77627.779,86997.654,96786.262,107220.324
   Sri Lanka,17325.769,18242.917,18777.606,19544.988,20261.738,20908.024,21413.25,8748.041,9162.935,9365.939,9638.477,9866.313,10077.662,10267.351,8577.728,9079.982,9411.667,9906.511,10395.425,10830.362,11145.899
  Western Asia,148315.61,166667.477,184558.822,205564.261,232426.517,257658.413,279636.774,75332.543,84826.399,93779.488,105430.802,120859.671,134356.402,146456.86,72983.067,81841.078,90779.334,100133.459,111566.846,123302.011,133179.914
   Armenia,3538.164,3217.349,3069.597,2981.262,2877.314,2925.559,2963.234,1714.812,1524.014,1440.92,1401.87,1346.351,1375.333,1393.747,1823.352,1693.335,1628.677,1579.392,1530.963,1550.226,1569.487
   Azerbaijan*,7242.758,7775.418,8122.743,8538.61,9032.465,9622.741,10139.175,3541.447,3797.331,3971.455,4206.809,4475.09,4788.513,5064.664,3701.311,3978.087,4151.288,4331.801,4557.375,4834.228,5074.511
   Bahrain,495.927,563.698,664.61,889.157,1240.864,1371.853,1701.583,286.168,324.897,381.225,534.14,774.051,846.756,1100.474,209.759,238.801,283.385,355.017,466.813,525.097,601.109
   Cyprus*,766.616,855.391,943.288,1027.657,1112.617,1160.987,1207.361,388.631,431.793,475.427,520.474,555.582,581.395,603.514,377.985,423.598,467.861,507.183,557.035,579.592,603.847
   Georgia*,5410.4,4976.252,4362.184,4210.158,4099.096,4024.18,3989.175,2572.132,2355.426,2072.239,2006.77,1953.01,1921.748,1901.227,2838.268,2620.826,2289.945,2203.388,2146.086,2102.432,2087.948
   Iraq,17419.113,20149.342,23497.589,26922.279,29741.977,35572.269,40222.503,8785.138,10159.693,11852.484,13599.537,15022.419,17983.741,20357.778,8633.975,9989.649,11645.105,13322.742,14719.558,17588.528,19864.725
   Israel,4448.348,5271.368,5945.949,6529.47,7346.446,7978.496,8655.541,2220.054,2603.49,2929.826,3220.635,3628.248,3956.334,4308.117,2228.294,2667.878,3016.123,3308.835,3718.198,4022.162,4347.424
   Jordan,3565.888,4588.842,5122.495,5765.639,7261.541,9266.573,10203.14,1868.03,2399.927,2655.13,2974.596,3703.509,4693.41,5165.979,1697.858,2188.915,2467.365,2791.043,3558.032,4573.163,5037.161
   Kuwait,2095.35,1605.907,2045.123,2270.196,2991.884,3835.588,4270.563,1190.597,932.509,1195.302,1340.475,1729.872,2255.989,2614.446,904.753,673.398,849.821,929.721,1262.012,1579.599,1656.117
   Lebanon,2803.032,3528.379,3842.774,4698.761,4953.064,6532.681,6825.442,1383.392,1754.495,1914.711,2390.556,2515.674,3287.82,3435.746,1419.64,1773.884,1928.063,2308.205,2437.39,3244.861,3389.696
   Oman,1812.158,2204.267,2267.973,2511.254,3041.435,4267.341,5106.622,1008.696,1307.245,1273.247,1420.351,1834.548,2782.946,3370.23,803.462,897.022,994.726,1090.903,1206.887,1484.395,1736.392
   Qatar,476.275,513.447,592.467,865.41,1856.329,2565.708,2881.06,318.807,338.343,386.333,584.646,1419.289,1950.209,2165.135,157.468,175.104,206.134,280.764,437.04,615.499,715.925
   Saudi Arabia,16233.786,18638.79,20663.84,23816.175,27421.468,31717.676,34813.867,9087.121,10335.542,11248.492,13260.921,15427.491,18040.933,20131.308,7146.665,8303.248,9415.348,10555.254,11993.977,13676.743,14682.559
   State of Palestine*,2101.445,2618.671,3224.009,3577.956,4055.632,4529.16,5101.416,1065.279,1328.673,1636.79,1817.154,2057.69,2298.185,2586.971,1036.166,1289.998,1587.219,1760.802,1997.942,2230.975,2514.445
   Syrian Arab Republic,12446.168,14345.491,16410.847,18361.178,21362.541,17997.411,17500.657,6291.882,7255.799,8301.81,9368.283,10785.05,9065.978,8760.065,6154.286,7089.692,8109.037,8992.895,10577.491,8931.433,8740.592
   Turkey,53921.758,58486.453,63240.196,67903.461,72326.992,78529.413,84339.067,26630.264,28836.438,31144.048,33419.604,35564.246,38650.062,41636.125,27291.494,29650.015,32096.148,34483.857,36762.746,39879.351,42702.942
   United Arab Emirates,1828.437,2415.099,3134.067,4588.222,8549.998,9262.896,9890.4,1198.32,1603.591,2117.135,3229.499,6395.966,6520.854,6836.349,630.117,811.508,1016.932,1358.723,2154.032,2742.042,3054.051
   Yemen,11709.987,14913.313,17409.071,20107.416,23154.854,26497.881,29825.968,5781.773,7537.193,8782.914,10134.482,11671.585,13356.196,15024.985,5928.214,7376.12,8626.157,9972.934,11483.269,13141.685,14800.983
 EUROPE,720858.411,726994.433,725558.028,729287.881,736412.998,743058.978,747636.045,347004.736,350135.523,349427.152,351223.455,354615.363,358182.5,361060.973,373853.675,376858.91,376130.876,378064.426,381797.635,384876.478,386575.072
  Eastern Europe,309808.642,309435.124,303918.405,297500.556,294872.867,294390.75,293013.21,146842.037,146744.437,143817.81,140213.748,138613.69,138435.203,137829.972,162966.605,162690.687,160100.595,157286.808,156259.177,155955.547,155183.238
   Belarus,10151.135,10077.606,9871.635,9562.083,9420.576,9439.424,9449.321,4760.811,4724.853,4634.048,4463.986,4379.731,4392.411,4399.367,5390.324,5352.753,5237.587,5098.097,5040.845,5047.013,5049.954
   Bulgaria,8841.466,8379.305,7997.951,7686.964,7425.011,7199.739,6948.445,4357.452,4101.971,3897.696,3740.652,3615.632,3501.634,3374.121,4484.014,4277.334,4100.255,3946.312,3809.379,3698.105,3574.324
   Czechia,10340.877,10358.19,10289.374,10258.165,10536.514,10601.39,10708.982,5019.837,5033.39,5005.519,4996.558,5171.516,5208.98,5272.522,5321.04,5324.8,5283.855,5261.607,5364.998,5392.41,5436.46
   Hungary,10377.135,10349.308,10220.509,10085.942,9927.38,9777.925,9660.35,4983.769,4944.011,4862.471,4786.137,4710.471,4646.716,4598.288,5393.366,5405.297,5358.038,5299.805,5216.909,5131.209,5062.062
   Poland,37960.193,38458.642,38556.699,38368.957,38329.784,38034.076,37846.605,18484.611,18705.568,18718.191,18577.002,18532.193,18434.8,18337.883,19475.582,19753.074,19838.508,19791.955,19797.591,19599.276,19508.722
   Republic of Moldova*,4365.562,4340.602,4202.659,4159.296,4086.09,4070.705,4033.963,2080.715,2073.197,2011.495,1991.992,1964.484,1956.267,1931.953,2284.847,2267.405,2191.164,2167.304,2121.606,2114.438,2102.01
   Romania,23489.156,22964.747,22137.423,21417.287,20471.86,19925.182,19237.682,11579.505,11284.178,10829.751,10438.576,9940.018,9699.862,9353.912,11909.651,11680.569,11307.672,10978.711,10531.842,10225.32,9883.77
   Russian Federation,147531.562,148227.471,146404.89,143672.125,143479.273,144985.059,145934.46,69060.99,69529.697,68503.311,66851.262,66541.496,67171.355,67640.299,78470.572,78697.774,77901.579,76820.863,76937.777,77813.704,78294.161
   Slovakia,5288.455,5375.47,5399.207,5398.962,5404.293,5435.614,5459.643,2581.311,2615.784,2621.672,2617.477,2621.333,2641.214,2658.479,2707.144,2759.686,2777.535,2781.485,2782.96,2794.4,2801.164
   Ukraine*,51463.101,50903.783,48838.058,46890.775,45792.086,44921.636,43733.759,23933.036,23731.788,22733.656,21750.106,21136.816,20781.964,20263.148,27530.065,27171.995,26104.402,25140.669,24655.27,24139.672,23470.611
  Northern Europe,92036.273,93176.744,94454.223,96307.37,100398.301,103518.956,106261.271,44788.957,45344.877,46050.479,47127.328,49283.263,50984.063,52487.382,47247.316,47831.867,48403.744,49180.042,51115.038,52534.893,53773.889
   Channel Islands*,140.677,143.48,148.439,151.674,159.718,165.387,173.859,68.4,69.521,72.297,74.32,78.682,81.716,86.07,72.277,73.959,76.142,77.354,81.036,83.671,87.789
   Denmark*,5141.117,5232.709,5341.192,5421.701,5554.849,5688.695,5792.203,2535.813,2585.062,2642.895,2685.327,2756.283,2828.808,2879.361,2605.304,2647.647,2698.297,2736.374,2798.566,2859.887,2912.842
   Estonia,1565.246,1433.026,1399.111,1355.65,1332.103,1315.33,1326.539,731.96,663.234,652.559,629.986,620.356,615.225,628.456,833.286,769.792,746.552,725.664,711.747,700.105,698.083
   Faroe Islands*,47.276,45.625,46.738,47.731,47.803,48.055,48.865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
   Finland*,4996.22,5119.012,5187.953,5258.933,5365.784,5481.128,5540.718,2424.637,2492.626,2532.578,2574.006,2633.331,2697.615,2732.406,2571.583,2626.386,2655.375,2684.927,2732.453,2783.513,2808.312
   Iceland,255.044,267.627,280.439,294.976,320.342,330.237,341.25,128.057,134.227,140.339,147.906,161.382,165.685,171.405,126.987,133.4,140.1,147.07,158.96,164.552,169.845
   Ireland,3510.881,3592.18,3783.095,4141.218,4554.33,4652.42,4937.796,1746.919,1783.718,1880.471,2067.315,2262.942,2302.544,2451.349,1763.962,1808.462,1902.624,2073.903,2291.388,2349.876,2486.447
   Isle of Man*,70.292,72.133,76.942,80.293,84.856,83.232,85.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
   Latvia,2664.447,2508.476,2384.15,2251.996,2118.855,1997.675,1886.202,1241.432,1155.736,1095.57,1032.499,970.265,915.727,869.336,1423.015,1352.74,1288.58,1219.497,1148.59,1081.948,1016.866
   Lithuania,3696.035,3626.609,3501.842,3344.259,3123.825,2931.872,2722.291,1748.952,1708.826,1638.985,1553.573,1437.954,1350.137,1259.987,1947.083,1917.783,1862.857,1790.686,1685.871,1581.735,1462.304
   Norway*,4247.286,4366.996,4499.375,4632.359,4885.878,5199.827,5421.242,2099.924,2159.604,2229.011,2298.246,2442.442,2617.868,2739.983,2147.362,2207.392,2270.364,2334.113,2443.436,2581.959,2681.259
   Sweden,8567.375,8836.421,8881.642,9038.627,9390.157,9764.949,10099.27,4232.154,4366.163,4392.262,4482.09,4677.17,4880.856,5058.947,4335.221,4470.258,4489.38,4556.537,4712.987,4884.093,5040.323
   United Kingdom*,57134.377,57932.45,58923.305,60287.953,63459.801,65860.149,67886.004,27772.1,28167.491,28711.564,29517.485,31175.28,32461.498,33542.415,29362.277,29764.959,30211.741,30770.468,32284.521,33398.651,34343.589
  Southern Europe,143503.834,144332.477,144846.713,149676.168,153015.518,153064.873,152215.243,70196.317,70466.921,70716.107,73241.101,74753.753,74662.665,74369.041,73307.517,73865.556,74130.606,76435.067,78261.765,78402.208,77846.202
   Albania,3286.07,3112.923,3129.246,3086.81,2948.029,2890.524,2877.8,1682.757,1533.506,1583.506,1551.975,1485.068,1471.456,1464.714,1603.313,1579.417,1545.74,1534.835,1462.961,1419.068,1413.086
   Andorra,54.508,63.86,65.39,78.871,84.454,77.993,77.265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
   Bosnia and Herzegovina,4463.422,3829.049,3751.176,3765.332,3705.478,3429.362,3280.815,2210.49,1878.407,1841.611,1849.515,1819.537,1681.343,1606.609,2252.932,1950.642,1909.565,1915.817,1885.941,1748.019,1674.206
   Croatia,4776.37,4616.763,4428.075,4378.066,4328.163,4232.874,4105.268,2315.815,2233.196,2131.647,2108.315,2084.606,2035.405,1979.292,2460.555,2383.567,2296.428,2269.751,2243.557,2197.469,2125.976
   Gibraltar*,29.149,28.688,31.081,33.222,33.585,33.742,33.691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
   Greece,10225.99,10745.502,11082.103,11224.8,10887.64,10659.737,10423.056,5070.013,5339.462,5508.335,5556.417,5348.553,5232.856,5115.826,5155.977,5406.04,5573.768,5668.383,5539.087,5426.881,5307.23
   Holy See*,0.762,0.778,0.79,0.798,0.783,0.79,0.809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
   Italy,57048.237,57174.412,56692.178,58281.209,59325.232,60578.489,60461.828,27732.633,27752.388,27434.614,28295.735,28704.537,29394.123,29437.725,29315.604,29422.024,29257.564,29985.474,30620.695,31184.366,31024.103
   Malta,362.017,376.893,393.649,404.659,414.257,433.559,441.539,178.261,186.1,195.264,200.69,205.608,216.971,221.42,183.756,190.793,198.385,203.969,208.649,216.588,220.119
   Montenegro,615.004,620.419,613.558,616.388,624.279,626.957,628.062,306.227,308.262,303.417,303.41,308.279,309.909,310.563,308.777,312.157,310.141,312.978,316.0,317.048,317.499
   North Macedonia,1996.218,1983.259,2034.823,2060.28,2070.737,2079.335,2083.38,1004.092,995.293,1019.342,1029.767,1034.925,1040.4,1042.131,992.126,987.966,1015.481,1030.513,1035.812,1038.935,1041.249
   Portugal,9895.358,10091.322,10297.117,10508.494,10596.055,10368.346,10196.707,4763.013,4860.975,4965.724,5079.966,5070.876,4909.968,4824.034,5132.345,5230.347,5331.393,5428.528,5525.179,5458.378,5372.673
   San Marino,24.124,25.925,27.46,29.324,31.221,33.27,33.938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
   Serbia*,9517.677,9884.145,9487.612,9193.818,8991.258,8876.777,8737.37,4698.052,4870.553,4656.013,4501.07,4406.469,4351.072,4279.651,4819.625,5013.592,4831.599,4692.748,4584.789,4525.705,4457.719
   Slovenia,2006.404,1991.126,1987.71,1994.979,2043.336,2071.199,2078.932,975.21,966.378,972.004,975.494,1012.481,1029.251,1035.23,1031.194,1024.748,1015.706,1019.485,1030.855,1041.948,1043.702
   Spain*,39202.524,39787.413,40824.745,44019.118,46931.011,46671.919,46754.783,19204.014,19481.238,20041.16,21715.842,23196.133,22916.241,22978.338,19998.51,20306.175,20783.585,22303.276,23734.878,23755.678,23776.445
  Western Europe,175509.662,180050.088,182338.687,185803.787,188126.312,192084.399,196146.321,85177.425,87579.288,88842.756,90641.278,91964.657,94100.569,96374.578,90332.237,92470.8,93495.931,95162.509,96161.655,97983.83,99771.743
   Austria,7723.954,7990.113,8069.276,8253.656,8409.945,8678.667,9006.4,3694.671,3856.496,3916.404,4012.059,4098.642,4248.656,4439.691,4029.283,4133.617,4152.872,4241.597,4311.303,4430.011,4566.709
   Belgium,10006.545,10186.304,10282.046,10546.885,10938.735,11287.931,11589.616,4895.87,4985.819,5034.82,5174.235,5371.961,5548.634,5744.335,5110.675,5200.485,5247.226,5372.65,5566.774,5739.297,5845.281
   France*,56666.861,57801.887,59015.092,61120.128,62879.535,64453.194,65273.512,27576.949,28087.281,28625.445,29590.144,30458.539,31230.758,31589.195,29089.912,29714.606,30389.647,31529.984,32420.996,33222.436,33684.317
   Germany,79053.984,81138.653,81400.883,81602.739,80827.001,81787.411,83783.945,38145.562,39342.538,39640.507,39873.471,39618.814,40224.576,41415.911,40908.422,41796.115,41760.376,41729.268,41208.187,41562.835,42368.034
   Liechtenstein,28.79,30.884,33.184,34.718,35.996,37.465,38.137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
   Luxembourg,381.78,408.145,436.106,457.848,507.89,566.741,625.976,186.8,200.387,214.787,225.935,252.297,284.441,316.587,194.98,207.758,221.319,231.913,255.593,282.3,309.389
   Monaco,29.433,30.731,32.148,33.842,35.609,37.723,39.244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
   Netherlands*,14965.442,15467.852,15926.188,16367.153,16682.927,16938.492,17134.873,7402.106,7660.507,7888.74,8116.075,8284.404,8420.387,8537.145,7563.336,7807.345,8037.448,8251.078,8398.523,8518.105,8597.728
   Switzerland,6652.873,6995.519,7143.764,7386.818,7808.674,8296.775,8654.618,3247.534,3416.518,3490.318,3616.0,3844.996,4106.189,4293.648,3405.339,3579.001,3653.446,3770.818,3963.678,4190.586,4360.97
 LATIN AMERICA AND THE CARIBBEAN,442840.078,483018.226,521836.322,557500.981,591352.345,623934.126,653962.332,219608.291,238982.497,257772.624,274944.992,291416.322,307136.689,321628.754,223231.787,244035.729,264063.698,282555.989,299936.023,316797.437,332333.578
  Caribbean,34058.199,36162.184,38102.081,39745.797,41217.34,42622.28,43532.374,16905.252,17929.643,18859.181,19675.622,20390.696,21070.592,21494.216,17152.947,18232.541,19242.9,20070.175,20826.644,21551.688,22038.158
   Anguilla*,8.894,9.868,11.247,12.442,13.436,14.279,15.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
   Antigua and Barbuda,62.533,68.672,76.007,81.462,88.03,93.571,97.928,30.314,32.787,35.71,38.63,42.118,45.028,47.269,32.219,35.885,40.297,42.832,45.912,48.543,50.659
   Aruba*,62.152,80.324,90.866,100.028,101.665,104.339,106.766,30.659,39.616,43.847,47.574,48.465,49.597,50.642,31.493,40.708,47.019,52.454,53.2,54.742,56.124
   Bahamas,256.227,280.179,298.045,324.848,354.936,374.2,393.248,127.134,138.433,145.175,157.773,172.007,181.608,191.093,129.093,141.746,152.87,167.075,182.929,192.592,202.155
   Barbados,260.933,265.955,271.511,276.32,282.131,285.327,287.371,125.539,127.956,130.452,132.646,135.386,137.548,139.084,135.394,137.999,141.059,143.674,146.745,147.779,148.287
"   Bonaire, Sint Eustatius and Saba*",13.01,15.101,14.387,14.399,20.941,24.571,26.221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
   British Virgin Islands*,17.489,19.307,20.313,23.106,27.796,29.148,30.237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
   Cayman Islands*,25.307,32.161,42.305,49.261,56.672,61.721,65.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
   Cuba,10596.986,10888.246,11126.423,11261.586,11225.833,11324.777,11326.616,5307.315,5447.439,5547.098,5613.215,5583.618,5627.75,5623.468,5289.671,5440.807,5579.325,5648.371,5642.215,5697.027,5703.148
   Curaçao*,146.679,143.88,132.147,130.136,149.188,159.85,164.1,70.382,68.138,62.046,60.999,68.55,73.231,75.469,76.297,75.742,70.101,69.137,80.638,86.619,88.631
   Dominica,70.422,71.105,69.65,70.58,70.877,71.175,71.991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
   Dominican Republic,7133.491,7819.239,8471.317,9097.262,9695.117,10281.675,10847.904,3589.318,3926.192,4244.647,4575.667,4865.924,5147.367,5418.206,3544.173,3893.047,4226.67,4521.595,4829.193,5134.308,5429.698
   Grenada,96.328,100.286,102.837,104.658,106.227,109.603,112.519,47.508,49.773,51.143,52.493,53.667,55.289,56.666,48.82,50.513,51.694,52.165,52.56,54.314,55.853
   Guadeloupe*,389.251,403.731,422.048,402.903,406.073,400.26,400.127,190.306,195.967,204.211,190.11,188.556,185.411,184.556,198.945,207.764,217.837,212.793,217.517,214.849,215.571
   Haiti,7037.915,7744.509,8463.802,9195.289,9949.318,10695.54,11402.533,3461.319,3810.915,4167.535,4531.087,4907.495,5279.57,5626.445,3576.596,3933.594,4296.267,4664.202,5041.823,5415.97,5776.088
   Jamaica,2419.901,2533.705,2654.698,2740.0,2810.464,2891.024,2961.161,1194.058,1253.78,1320.37,1357.542,1397.512,1436.7,1469.641,1225.843,1279.925,1334.328,1382.458,1412.952,1454.324,1491.52
   Martinique*,358.457,368.728,387.016,397.191,394.666,378.483,375.265,173.032,176.063,181.786,185.141,182.233,175.149,172.607,185.425,192.665,205.23,212.05,212.433,203.334,202.658
   Montserrat*,10.616,9.848,4.925,4.842,4.895,4.966,4.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
   Puerto Rico*,3403.168,3567.691,3668.955,3631.885,3579.842,3381.512,2860.84,1645.594,1719.004,1763.553,1741.35,1719.138,1617.593,1355.518,1757.574,1848.687,1905.402,1890.535,1860.704,1763.919,1505.322
   Saint Barthélemy*,5.345,6.365,7.416,8.555,9.234,9.696,9.885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
   Saint Kitts and Nevis,40.26,42.077,44.083,46.852,49.011,51.204,53.192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
   Saint Lucia,138.019,146.871,156.737,163.408,174.092,179.131,183.629,67.799,72.05,76.88,80.137,85.678,88.211,90.422,70.22,74.821,79.857,83.271,88.414,90.92,93.207
   Saint Martin (French part)*,31.522,27.32,28.935,34.252,37.582,35.865,38.659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
   Saint Vincent and the Grenadines,107.489,108.043,107.787,108.617,108.26,109.135,110.947,53.449,54.118,54.3,54.872,55.102,55.581,56.218,54.04,53.925,53.487,53.745,53.158,53.554,54.729
   Sint Maarten (Dutch part)*,28.814,31.164,32.564,33.436,34.166,39.967,42.882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
   Trinidad and Tobago,1221.121,1254.2,1267.159,1296.497,1328.144,1370.332,1399.491,608.57,624.917,630.743,643.244,657.758,677.717,690.947,612.551,629.283,636.416,653.253,670.386,692.615,708.544
   Turks and Caicos Islands*,12.115,16.221,20.171,28.181,32.658,35.979,38.718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
   United States Virgin Islands*,103.755,107.388,108.73,107.801,106.086,104.95,104.423,50.661,52.013,52.501,52.086,50.767,50.012,49.601,53.094,55.375,56.229,55.715,55.319,54.938,54.822
  Central America,113383.702,124553.726,135322.351,145950.549,157591.31,168949.156,179670.186,56161.039,61348.575,66527.969,71514.264,77240.562,82776.263,88051.465,57222.663,63205.151,68794.382,74436.285,80350.748,86172.893,91618.721
   Belize,187.554,206.962,247.31,283.798,322.465,360.926,397.621,94.572,104.241,124.516,142.662,161.328,180.135,197.761,92.982,102.721,122.794,141.136,161.137,180.791,199.86
   Costa Rica,3119.436,3545.524,3962.369,4285.504,4577.371,4847.805,5094.114,1571.469,1782.855,1988.647,2148.586,2292.775,2425.53,2545.076,1547.967,1762.669,1973.722,2136.918,2284.596,2422.275,2549.038
   El Salvador,5270.074,5628.602,5887.93,6052.124,6183.877,6325.121,6486.201,2570.974,2731.953,2836.192,2888.551,2926.479,2974.229,3036.424,2699.1,2896.649,3051.738,3163.573,3257.398,3350.892,3449.777
   Guatemala,9263.82,10408.486,11650.744,13096.028,14630.42,16252.425,17915.567,4603.183,5135.767,5716.737,6422.517,7186.236,7995.0,8827.109,4660.637,5272.719,5934.007,6673.511,7444.184,8257.425,9088.458
   Honduras,4955.302,5709.01,6574.51,7458.982,8317.467,9112.904,9904.608,2461.224,2836.445,3269.5,3714.932,4148.644,4549.686,4948.88,2494.078,2872.565,3305.01,3744.05,4168.823,4563.218,4955.728
   Mexico,83943.135,91663.29,98899.845,106005.199,114092.961,121858.251,128932.753,41540.39,45070.878,48558.034,51836.847,55825.784,59594.171,63071.486,42402.745,46592.412,50341.811,54168.352,58267.177,62264.08,65861.267
   Nicaragua,4173.435,4652.185,5069.31,5438.692,5824.058,6223.234,6624.554,2070.253,2304.234,2507.313,2684.139,2869.08,3067.18,3264.849,2103.182,2347.951,2561.997,2754.553,2954.978,3156.054,3359.705
   Panama,2470.946,2739.667,3030.333,3330.222,3642.691,3968.49,4314.768,1248.974,1382.202,1527.03,1676.03,1830.236,1990.332,2159.88,1221.972,1357.465,1503.303,1654.192,1812.455,1978.158,2154.888
  South America,295398.177,322302.316,348411.89,371804.635,392543.695,412362.69,430759.772,146542.0,159704.279,172385.474,183755.106,193785.064,203289.834,212083.073,148856.177,162598.037,176026.416,188049.529,198758.631,209072.856,218676.699
   Argentina,32618.648,34828.168,36870.796,38892.924,40895.751,43075.416,45195.777,15884.933,16944.568,17894.725,18897.365,19898.751,20989.15,22049.146,16733.715,17883.6,18976.071,19995.559,20997.0,22086.266,23146.631
   Bolivia (Plurinational State of),6864.839,7622.334,8418.27,9232.301,10048.597,10869.732,11673.029,3451.704,3836.048,4234.82,4647.523,5056.11,5463.444,5858.019,3413.135,3786.286,4183.45,4584.778,4992.487,5406.288,5815.01
   Brazil,149003.225,162019.889,174790.339,186127.108,195713.637,204471.759,212559.409,74077.777,80415.359,86581.634,92002.092,96536.269,100657.516,104435.783,74925.448,81604.53,88208.705,94125.016,99177.368,103814.243,108123.626
   Chile,13274.617,14380.864,15342.35,16182.713,17062.531,17969.356,19116.209,6519.942,7071.271,7548.165,7962.875,8397.001,8844.8,9425.669,6754.675,7309.593,7794.185,8219.838,8665.53,9124.556,9690.54
   Colombia,33102.569,36421.438,39629.965,42647.731,45222.699,47520.667,50882.884,16315.306,17896.051,19427.307,20901.092,22159.658,23288.781,24984.564,16787.263,18525.387,20202.658,21746.639,23063.041,24231.886,25898.32
   Ecuador,10230.931,11455.205,12681.123,13825.839,15011.114,16212.022,17643.06,5143.705,5755.289,6365.159,6933.678,7520.353,8114.959,8823.827,5087.226,5699.916,6315.964,6892.161,7490.761,8097.063,8819.233
   Falkland Islands (Malvinas)*,1.98,2.501,2.893,2.95,2.902,2.836,3.483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
   French Guiana*,115.784,137.4,163.163,202.973,232.996,261.008,298.682,60.326,71.212,84.222,100.557,116.453,128.863,147.75,55.458,66.188,78.941,102.416,116.543,132.145,150.932
   Guyana,743.306,761.298,746.718,746.156,749.43,767.433,786.559,366.732,374.783,372.094,373.872,371.953,383.717,395.549,376.574,386.515,374.624,372.284,377.477,383.716,391.01
