Unnamed: 0,Country Code,Country,Year,Migrantes,Diff,Poblacion Total,Stock de Migrantes cambio anual (% de Poblacion Emisor),% Migrantes (%Poblacion)
1164,DNK,Denmark,2007,"-228089,6","-1813,8000000000175","5461438,0","-0,033211033431122305","-4,176365272296417"
1165,DNK,Denmark,2008,"-229903,4","-1813,7999999999884","5493621,0","-0,03301647492610044","-4,184915559336911"
1166,DNK,Denmark,2009,"-231717,2","-1813,8000000000175","5523095,0","-0,032840282486540924","-4,195423037264432"
1167,DNK,Denmark,2010,"-233531,0","-1813,7999999999884","5547683,0","-0,032694730394652836","-4,209523146870504"
1168,DNK,Denmark,2011,"-234191,2","-660,2000000000116","5570572,0","-0,011851565691997369","-4,20407814493736"
1169,DNK,Denmark,2012,"-234851,4","-660,1999999999825","5591572,0","-0,011807055332560908","-4,2000961446977705"
1170,DNK,Denmark,2013,"-235511,6","-660,2000000000116","5614932,0","-0,011757934023065847","-4,194380270322063"
1171,DNK,Denmark,2014,"-236171,8","-660,1999999999825","5643475,0","-0,011698465927464595","-4,1848648217631865"
1172,DNK,Denmark,2015,"-236832,0","-660,2000000000116","5683483,0","-0,011616116384970477","-4,167022229150681"
1173,DNK,Denmark,2016,"-240870,6","-4038,600000000006","5728010,0","-0,0705061618258349","-4,205135815056189"
1174,DNK,Denmark,2017,"-244909,2","-4038,600000000006","5764980,0","-0,07005401579884069","-4,248222890625813"
1175,DNK,Denmark,2018,"-248947,8","-4038,5999999999767","5793636,0","-0,06970752045865458","-4,296918204733608"
1176,DNK,Denmark,2019,"-252986,4","-4038,600000000006","5814422,0","-0,06945832277051796","-4,351015457770351"
1177,DNK,Denmark,2020,"-257025,0","-4038,600000000006","5831404,0","-0,0692560488005977","-4,407600639571534"
1612,DEU,Germany,1990,"-2929448,0","-23181,200000000186","79433029,0","-0,028971467656068374","-3,6879469873923605"
1613,DEU,Germany,1991,"-2952629,2","-23181,200000000186","80013896,0","-0,028971467656068374","-3,690145521722877"
1614,DEU,Germany,1992,"-2975810,4","-23181,19999999972","80624598,0","-0,028752019327897577","-3,6909460311355597"
1615,DEU,Germany,1993,"-2998991,6","-23181,200000000186","81156363,0","-0,02856362599689218","-3,6953252821346863"
1616,DEU,Germany,1994,"-3022172,8","-23181,19999999972","81438348,0","-0,02846472278637052","-3,710994726955905"
1617,DEU,Germany,1995,"-3045354,0","-23181,200000000186","81678051,0","-0,028381186519742235","-3,728485147129674"
1618,DEU,Germany,1996,"-3083332,6","-37978,60000000009","81914831,0","-0,04636352115528395","-3,7640712461458907"
1619,DEU,Germany,1997,"-3121311,2","-37978,60000000009","82034771,0","-0,04629573476837047","-3,804863671771571"
1620,DEU,Germany,1998,"-3159289,8","-37978,59999999963","82047195,0","-0,04628872443475932","-3,850576244562657"
1621,DEU,Germany,1999,"-3197268,4","-37978,60000000009","82100243,0","-0,046258815579876045","-3,8943470605805635"
1622,DEU,Germany,2000,"-3235247,0","-37978,60000000009","82211508,0","-0,04619620892977671","-3,9352726628004437"
1623,DEU,Germany,2001,"-3276784,2","-41537,200000000186","82349925,0","-0,0504398759318848","-3,979097977320562"
1624,DEU,Germany,2002,"-3318321,4","-41537,19999999972","82488495,0","-0,05035514346576419","-4,022768750963392"
1625,DEU,Germany,2003,"-3359858,6","-41537,200000000186","82534176,0","-0,05032727291055791","-4,070869502592478"
1626,DEU,Germany,2004,"-3401395,8","-41537,19999999972","82516260,0","-0,0503382000105188","-4,122091573224477"
1627,DEU,Germany,2005,"-3442933,0","-41537,200000000186","82469422,0","-0,050366789281001856","-4,174799479011748"
1628,DEU,Germany,2006,"-3493674,0","-50741,0","82376451,0","-0,061596487083426306","-4,2411076922942454"
1629,DEU,Germany,2007,"-3544415,0","-50741,0","82266372,0","-0,061678908120562315","-4,308461542463547"
1630,DEU,Germany,2008,"-3595156,0","-50741,0","82110097,0","-0,06179629771963368","-4,378457864932251"
1631,DEU,Germany,2009,"-3645897,0","-50741,0","81902307,0","-0,061953077829663576","-4,4515192960315515"
1632,DEU,Germany,2010,"-3696638,0","-50741,0","81776930,0","-0,06204806172107463","-4,520392242653276"
1633,DEU,Germany,2011,"-3683366,0","13272,0","80274983,0","0,016533170738883867","-4,588435727230238"
1634,DEU,Germany,2012,"-3670094,0","13272,0","80425823,0","0,016502162495744682","-4,56332787542628"
1635,DEU,Germany,2013,"-3656822,0","13272,0","80645605,0","0,01645718945254363","-4,5344343315423075"
1636,DEU,Germany,2014,"-3643550,0","13272,0","80982500,0","0,016388725959312195","-4,499181922020189"
1637,DEU,Germany,2015,"-3630278,0","13272,0","81686611,0","0,016247460676266763","-4,444153032618773"
1638,DEU,Germany,2016,"-3675276,0","-44998,0","82348669,0","-0,05464326326877244","-4,463066670816501"
1639,DEU,Germany,2017,"-3720274,0","-44998,0","82657002,0","-0,05443942910002954","-4,500857652688637"
1640,DEU,Germany,2018,"-3765272,0","-44998,0","82905782,0","-0,05427606967147358","-4,541627747989881"
1641,DEU,Germany,2019,"-3810270,0","-44998,0","83092962,0","-0,05415380426563684","-4,585550819574827"
1642,DEU,Germany,2020,"-3855268,0","-44998,0","83160871,0","-0,054109582377991204","-4,635915850376315"
3238,MAR,Morocco,1990,"-1748116,0","-27161,600000000093","24570814,0","-0,1086982142647761","-7,114603529211527"
3239,MAR,Morocco,1991,"-1775277,6","-27161,600000000093","24988083,0","-0,1086982142647761","-7,104496971616431"
3240,MAR,Morocco,1992,"-1802439,2","-27161,59999999986","25400676,0","-0,10693258714846747","-7,096028467903767"
3241,MAR,Morocco,1993,"-1829600,8","-27161,600000000093","25806777,0","-0,10524987293066504","-7,0896137088331495"
3242,MAR,Morocco,1994,"-1856762,4","-27161,59999999986","26201551,0","-0,10366409225163754","-7,086459881707002"
3243,MAR,Morocco,1995,"-1883924,0","-27161,600000000093","26599048,0","-0,10211493283519055","-7,082674537825564"
3244,MAR,Morocco,1996,"-1922541,2","-38617,19999999995","26999093,0","-0,1430314714646153","-7,120762167825416"
3245,MAR,Morocco,1997,"-1961158,4","-38617,19999999995","27397118,0","-0,1409535119715875","-7,158265332871873"
3246,MAR,Morocco,1998,"-1999775,6","-38617,200000000186","27791825,0","-0,13895165214950866","-7,195553368661469"
3247,MAR,Morocco,1999,"-2038392,8","-38617,19999999995","28176997,0","-0,13705222029160863","-7,234244302187348"
3248,MAR,Morocco,2000,"-2077010,0","-38617,19999999995","28554415,0","-0,1352407324751705","-7,2738664055978735"
3249,MAR,Morocco,2001,"-2155739,2","-78729,20000000019","28930097,0","-0,27213596967891324","-7,451545012102795"
3250,MAR,Morocco,2002,"-2234468,4","-78729,19999999972","29301817,0","-0,2686836792407779","-7,625699116201565"
3251,MAR,Morocco,2003,"-2313197,6","-78729,20000000019","29661270,0","-0,2654276098090209","-7,798713945829022"
3252,MAR,Morocco,2004,"-2391926,8","-78729,19999999972","30033125,0","-0,2621412190706086","-7,964295423802883"
3253,MAR,Morocco,2005,"-2470656,0","-78729,20000000019","30431902,0","-0,2587061433097418","-8,118638131786833"
3254,MAR,Morocco,2006,"-2548665,2","-78009,20000000019","30833022,0","-0,2530053654812045","-8,266024653697585"
3255,MAR,Morocco,2007,"-2626674,4","-78009,19999999972","31232633,0","-0,24976824720477367","-8,410031904770884"
3256,MAR,Morocco,2008,"-2704683,6","-78009,20000000019","31634992,0","-0,24659149589796067","-8,549657923099838"
3257,MAR,Morocco,2009,"-2782692,8","-78009,19999999972","32042877,0","-0,24345254641148398","-8,68427888045134"
3258,MAR,Morocco,2010,"-2860702,0","-78009,20000000019","32464865,0","-0,24028807758787904","-8,811686110507468"
3259,MAR,Morocco,2011,"-2882915,6","-22213,600000000093","32903699,0","-0,06751095066849504","-8,76167630879434"
3260,MAR,Morocco,2012,"-2905129,2","-22213,600000000093","33352169,0","-0,06660316454980812","-8,710465577216283"
3261,MAR,Morocco,2013,"-2927342,8","-22213,599999999627","33803527,0","-0,06571385287694868","-8,659873864641403"
3262,MAR,Morocco,2014,"-2949556,4","-22213,600000000093","34248603,0","-0,06485987180265453","-8,612194780616306"
3263,MAR,Morocco,2015,"-2971770,0","-22213,600000000093","34680458,0","-0,06405221061382779","-8,569004480852012"
3264,MAR,Morocco,2016,"-3029860,4","-58090,39999999991","35107264,0","-0,1654654717610575","-8,630294858636663"
3265,MAR,Morocco,2017,"-3087950,8","-58090,39999999991","35528115,0","-0,16350543787645336","-8,691569479551617"
3266,MAR,Morocco,2018,"-3146041,2","-58090,40000000037","35927511,0","-0,16168779406956515","-8,756635548730332"
3267,MAR,Morocco,2019,"-3204131,6","-58090,39999999991","36304408,0","-0,16000921981705335","-8,825737084047756"
3268,MAR,Morocco,2020,"-3262222,0","-58090,39999999991","36688772,0","-0,1583329090436712","-8,891608582593062"
3827,POL,Poland,1990,"-1673426,0","-20469,600000000093","38110782,0","-0,05352062099357207","-4,390951620987468"
3828,POL,Poland,1991,"-1693895,6","-20469,600000000093","38246193,0","-0,05352062099357207","-4,428926037161398"
3829,POL,Poland,1992,"-1714365,2","-20469,59999999986","38363667,0","-0,053356734641659416","-4,468720886353226"
3830,POL,Poland,1993,"-1734834,8","-20469,600000000093","38461408,0","-0,053221140526108913","-4,5105857799069655"
3831,POL,Poland,1994,"-1755304,4","-20469,59999999986","38542652,0","-0,053108955761528444","-4,554186878474268"
3832,POL,Poland,1995,"-1775774,0","-20469,600000000093","38594998,0","-0,053036924629456104","-4,601047006143127"
3833,POL,Poland,1996,"-1830144,4","-54370,39999999991","38624370,0","-0,1407670856508466","-4,738315213943943"
3834,POL,Poland,1997,"-1884514,8","-54370,40000000014","38649660,0","-0,1406749761834907","-4,875889723221369"
3835,POL,Poland,1998,"-1938885,2","-54370,39999999991","38663481,0","-0,14062468922547328","-5,014771432505004"
3836,POL,Poland,1999,"-1993255,6","-54370,40000000014","38660271,0","-0,14063636543054792","-5,155824179297657"
3837,POL,Poland,2000,"-2047626,0","-54370,39999999991","38258629,0","-0,14211277670195632","-5,352063190764102"
3838,POL,Poland,2001,"-2215032,2","-167406,2000000002","38248076,0","-0,4376852838297022","-5,791225158619744"
3839,POL,Poland,2002,"-2382438,4","-167406,19999999972","38230364,0","-0,4378880619603824","-6,231796275860726"
3840,POL,Poland,2003,"-2549844,6","-167406,2000000002","38204570,0","-0,438183704200833","-6,674187407422724"
3841,POL,Poland,2004,"-2717250,8","-167406,19999999972","38182222,0","-0,43844017249703204","-7,116533972276416"
3842,POL,Poland,2005,"-2884657,0","-167406,2000000002","38165445,0","-0,4386329047126273","-7,5582952065670925"
3843,POL,Poland,2006,"-3050993,2","-166336,2000000002","38141267,0","-0,4361055965969882","-7,99919205620516"
3844,POL,Poland,2007,"-3217329,4","-166336,19999999972","38120560,0","-0,4363424881481272","-8,43987968697207"
3845,POL,Poland,2008,"-3383665,6","-166336,2000000002","38125759,0","-0,4362829865236261","-8,875011773536103"
3846,POL,Poland,2009,"-3550001,8","-166336,19999999972","38151603,0","-0,4359874472377995","-9,304987263575793"
3847,POL,Poland,2010,"-3716338,0","-166336,2000000002","38042794,0","-0,43723444708083264","-9,768835590782317"
3848,POL,Poland,2011,"-3788478,0","-72140,0","38063255,0","-0,18952661825689895","-9,953110946502079"
3849,POL,Poland,2012,"-3860618,0","-72140,0","38063164,0","-0,1895270713701047","-10,142661813400483"
3850,POL,Poland,2013,"-3932758,0","-72140,0","38040196,0","-0,1896415044759496","-10,338427278345254"
3851,POL,Poland,2014,"-4004898,0","-72140,0","38011735,0","-0,18978349712266487","-10,535951594948244"
3852,POL,Poland,2015,"-4077038,0","-72140,0","37986412,0","-0,18991001308573183","-10,732885222221041"
3853,POL,Poland,2016,"-4226649,6","-149611,59999999963","37970087,0","-0,39402490702747045","-11,131524665719095"
3854,POL,Poland,2017,"-4376261,2","-149611,60000000056","37974826,0","-0,3939757353990261","-11,524111262550619"
3855,POL,Poland,2018,"-4525872,8","-149611,59999999963","37974750,0","-0,3939765238744156","-11,918110849972678"
3856,POL,Poland,2019,"-4675484,4","-149611,60000000056","37965475,0","-0,394072772696774","-12,315095227966989"
3857,POL,Poland,2020,"-4825096,0","-149611,59999999963","37899070,0","-0,3947632488079513","-12,731436417832946"
3920,ROU,Romania,1990,"-811853,0","-32975,80000000005","23201835,0","-0,14336584401957228","-3,4990896194201886"
3921,ROU,Romania,1991,"-844828,8","-32975,80000000005","23001155,0","-0,14336584401957228","-3,6729842479649397"
3922,ROU,Romania,1992,"-877804,6","-32975,79999999993","22794284,0","-0,14466697001757076","-3,850985624290721"
3923,ROU,Romania,1993,"-910780,4","-32975,80000000005","22763280,0","-0,1448640090531771","-4,001094745572694"
3924,ROU,Romania,1994,"-943756,2","-32975,79999999993","22730211,0","-0,14507476415419077","-4,151990494060966"
3925,ROU,Romania,1995,"-976732,0","-32975,80000000005","22684270,0","-0,14536857478772758","-4,305767829425412"
3926,ROU,Romania,1996,"-1009150,6","-32418,599999999977","22619004,0","-0,1433246132323067","-4,461516519471856"
3927,ROU,Romania,1997,"-1041569,2","-32418,599999999977","22553978,0","-0,14373783640296173","-4,618117477989914"
3928,ROU,Romania,1998,"-1073987,8","-32418,600000000093","22507344,0","-0,14403565342938773","-4,771721621173961"
3929,ROU,Romania,1999,"-1106406,4","-32418,59999999986","22472040,0","-0,14426193616600835","-4,923480022285471"
3930,ROU,Romania,2000,"-1138825,0","-32418,600000000093","22442971,0","-0,1444487897792146","-5,074305892923"
3931,ROU,Romania,2001,"-1332241,2","-193416,19999999995","22131970,0","-0,8739222039429836","-6,01953282965773"
3932,ROU,Romania,2002,"-1525657,4","-193416,19999999995","21730496,0","-0,8900680407847108","-7,020812594429506"
3933,ROU,Romania,2003,"-1719073,6","-193416,2000000002","21574326,0","-0,8965109732744383","-7,9681450998747305"
3934,ROU,Romania,2004,"-1912489,8","-193416,19999999995","21451748,0","-0,9016337503125617","-8,915309838620145"
3935,ROU,Romania,2005,"-2105906,0","-193416,19999999995","21319685,0","-0,9072188449313391","-9,87775382234775"
3936,ROU,Romania,2006,"-2357397,0","-251491,0","21193760,0","-1,1866275733989626","-11,123071130370448"
3937,ROU,Romania,2007,"-2608888,0","-251491,0","20882982,0","-1,204286820723209","-12,492890143754373"
3938,ROU,Romania,2008,"-2860379,0","-251491,0","20537875,0","-1,2245229849728856","-13,927336688922296"
3939,ROU,Romania,2009,"-3111870,0","-251491,0","20367487,0","-1,2347669597137831","-15,278615373609911"
3940,ROU,Romania,2010,"-3363361,0","-251491,0","20246871,0","-1,242122795171659","-16,611756947530314"
3941,ROU,Romania,2011,"-3374831,6","-11470,600000000093","20147528,0","-0,05693303913016075","-16,750598882403835"
3942,ROU,Romania,2012,"-3386302,2","-11470,600000000093","20058035,0","-0,05718705745602744","-16,882522141376263"
3943,ROU,Romania,2013,"-3397772,8","-11470,599999999627","19983693,0","-0,05739980092768453","-17,002727173600995"
3944,ROU,Romania,2014,"-3409243,4","-11470,600000000093","19908979,0","-0,057615209700106126","-17,124149862230503"
3945,ROU,Romania,2015,"-3420714,0","-11470,600000000093","19815616,0","-0,05788666877678743","-17,262718453970848"
3946,ROU,Romania,2016,"-3533989,8","-113275,79999999981","19702267,0","-0,5749378992782902","-17,93697040041128"
3947,ROU,Romania,2017,"-3647265,6","-113275,80000000028","19588715,0","-0,5782707033105554","-18,619218259084377"
3948,ROU,Romania,2018,"-3760541,4","-113275,79999999981","19473970,0","-0,5816780040228049","-19,310604874096036"
3949,ROU,Romania,2019,"-3873817,2","-113275,80000000028","19371648,0","-0,5847504559240405","-19,997354897218862"
3950,ROU,Romania,2020,"-3987093,0","-113275,79999999981","19265250,0","-0,5879799120177511","-20,695776073500213"
4268,ESP,Spain,1990,"-1439004,0","15319,0","38867322,0","0,03931338136243411","-3,7023492382624146"
4269,ESP,Spain,1991,"-1423685,0","15319,0","38966376,0","0,03931338136243411","-3,6536243452560226"
4270,ESP,Spain,1992,"-1408366,0","15319,0","39157685,0","0,03912131169143426","-3,596652866480743"
4271,ESP,Spain,1993,"-1393047,0","15319,0","39361262,0","0,03891897571780092","-3,5391319516127306"
4272,ESP,Spain,1994,"-1377728,0","15319,0","39549108,0","0,03873412265075612","-3,483588049571181"
4273,ESP,Spain,1995,"-1362409,0","15319,0","39724050,0","0,038563540223114215","-3,4296830257740587"
4274,ESP,Spain,1996,"-1348050,0","14359,0","39889852,0","0,03599662390324236","-3,37943093897666"
4275,ESP,Spain,1997,"-1333691,0","14359,0","40057389,0","0,03584607074614873","-3,329450653910568"
4276,ESP,Spain,1998,"-1319332,0","14359,0","40223509,0","0,0356980292296229","-3,2800022494307997"
4277,ESP,Spain,1999,"-1304973,0","14359,0","40386875,0","0,03555362973738374","-3,2311809220198393"
4278,ESP,Spain,2000,"-1290614,0","14359,0","40567864,0","0,03539501118422207","-3,1813703575815575"
4279,ESP,Spain,2001,"-1255384,2","35229,80000000005","40850412,0","0,08624099066614076","-3,0731249417998523"
4280,ESP,Spain,2002,"-1220154,4","35229,80000000005","41431558,0","0,08503131839744005","-2,9449879726946304"
4281,ESP,Spain,2003,"-1184924,6","35229,799999999814","42187645,0","0,08350738705609145","-2,8087005093552864"
4282,ESP,Spain,2004,"-1149694,8","35229,80000000005","42921895,0","0,08207885509248845","-2,67857418690391"
4283,ESP,Spain,2005,"-1114465,0","35229,80000000005","43653155,0","0,08070390330320923","-2,5529998919894794"
4284,ESP,Spain,2006,"-1108986,2","5478,800000000047","44397319,0","0,012340384787649107","-2,4978674951070805"
4285,ESP,Spain,2007,"-1103507,4","5478,800000000047","45226803,0","0,012114055463969113","-2,439941200354135"
4286,ESP,Spain,2008,"-1098028,6","5478,799999999814","45954106,0","0,011922329639052959","-2,389402592229735"
4287,ESP,Spain,2009,"-1092549,8","5478,800000000047","46362946,0","0,011817195568202345","-2,3565150497554663"
4288,ESP,Spain,2010,"-1087071,0","5478,800000000047","46576897,0","0,011762913274364427","-2,333927483404487"
4289,ESP,Spain,2011,"-1123513,4","-36442,39999999991","46742697,0","-0,07796383678930617","-2,403612696973818"
4290,ESP,Spain,2012,"-1159955,8","-36442,40000000014","46773055,0","-0,07791323444662775","-2,4799658692381756"
4291,ESP,Spain,2013,"-1196398,2","-36442,39999999991","46620045,0","-0,07816895071637084","-2,5662742281780293"
4292,ESP,Spain,2014,"-1232840,6","-36442,40000000014","46480882,0","-0,07840298727549994","-2,652360598492946"
4293,ESP,Spain,2015,"-1269283,0","-36442,39999999991","46444832,0","-0,07846384286630621","-2,7328831763241173"
4294,ESP,Spain,2016,"-1313391,0","-44108,0","46484062,0","-0,09488843724543694","-2,825465209989609"
4295,ESP,Spain,2017,"-1357499,0","-44108,0","46593236,0","-0,09466610131994266","-2,9135108795620033"
4296,ESP,Spain,2018,"-1401607,0","-44108,0","46797754,0","-0,09425238655684202","-2,995030488001625"
4297,ESP,Spain,2019,"-1445715,0","-44108,0","47134837,0","-0,09357834418733643","-3,0671899851907836"
4298,ESP,Spain,2020,"-1489823,0","-44108,0","47365655,0","-0,09312232671542281","-3,145365560763384"
4368,SWE,Sweden,1990,"-205942,0","-3942,600000000006","8558835,0","-0,04575175154847046","-2,4061919642100826"
4369,SWE,Sweden,1991,"-209884,6","-3942,600000000006","8617375,0","-0,04575175154847046","-2,435597847372315"
4370,SWE,Sweden,1992,"-213827,2","-3942,600000000006","8668067,0","-0,04548418926618825","-2,4668383389283908"
4371,SWE,Sweden,1993,"-217769,8","-3942,5999999999767","8718561,0","-0,04522076521572742","-2,4977722814579146"
4372,SWE,Sweden,1994,"-221712,4","-3942,600000000006","8780745,0","-0,0449005181223234","-2,524983927901334"
4373,SWE,Sweden,1995,"-225655,0","-3942,600000000006","8826939,0","-0,04466554034190115","-2,5564354755368766"
4374,SWE,Sweden,1996,"-231846,0","-6191,0","8840998,0","-0,07002603099785794","-2,622396249835143"
4375,SWE,Sweden,1997,"-238037,0","-6191,0","8846062,0","-0,0699859440279754","-2,690880981842542"
4376,SWE,Sweden,1998,"-244228,0","-6191,0","8850974,0","-0,06994710412661928","-2,759334735363588"
4377,SWE,Sweden,1999,"-250419,0","-6191,0","8857874,0","-0,0698926175739235","-2,8270779196001206"
4378,SWE,Sweden,2000,"-256610,0","-6191,0","8872109,0","-0,06978047722362293","-2,8923224455425425"
4379,SWE,Sweden,2001,"-258878,6","-2268,600000000006","8895960,0","-0,02550146358571763","-2,9100692898799005"
4380,SWE,Sweden,2002,"-261147,2","-2268,600000000006","8924958,0","-0,025418607011932222","-2,9260328171852463"
4381,SWE,Sweden,2003,"-263415,8","-2268,5999999999767","8958229,0","-0,025324201915356","-2,9404896883078115"
4382,SWE,Sweden,2004,"-265684,4","-2268,600000000035","8993531,0","-0,02522479769069607","-2,954172282277117"
4383,SWE,Sweden,2005,"-267953,0","-2268,5999999999767","9029572,0","-0,025124114409852173","-2,967504993592166"
4384,SWE,Sweden,2006,"-272743,2","-4790,200000000012","9080505,0","-0,052752572681805825","-3,0036126845368183"
4385,SWE,Sweden,2007,"-277533,4","-4790,200000000012","9148092,0","-0,05236283150628581","-3,0337845312443297"
4386,SWE,Sweden,2008,"-282323,6","-4790,199999999953","9219637,0","-0,05195649243023291","-3,062198652723529"
4387,SWE,Sweden,2009,"-287113,8","-4790,200000000012","9298515,0","-0,05151575278418126","-3,087738203358278"
4388,SWE,Sweden,2010,"-291904,0","-4790,200000000012","9378126,0","-0,05107843507327596","-3,1126047997222472"
4389,SWE,Sweden,2011,"-294004,8","-2100,7999999999884","9449213,0","-0,022232539365976706","-3,1114210252218886"
4390,SWE,Sweden,2012,"-296105,6","-2100,7999999999884","9519374,0","-0,022068678045425977","-3,11055747993513"
4391,SWE,Sweden,2013,"-298206,4","-2100,8000000000466","9600379,0","-0,021882469431676047","-3,1061940367145926"
4392,SWE,Sweden,2014,"-300307,2","-2100,7999999999884","9696110,0","-0,02166642086362457","-3,0971925854801565"
4393,SWE,Sweden,2015,"-302408,0","-2100,7999999999884","9799186,0","-0,021438515403218065","-3,086052249646042"
4394,SWE,Sweden,2016,"-307442,6","-5034,599999999977","9923085,0","-0,050736237772829484","-3,0982562378534495"
